TICID
4605389
9229535
9880496
9880516
9906399
9906417
9957581
9963104
11492324
11547232
11550004
11592208
11594728
11639577
11640564
11671200
11766320
11769118
11806358
11834556
15830262
15864199
15942396
16047698
16076677
16116043
16116153
16372579
16426967
16426987
16428143
16482406
16482523
16482602
16482605
16483854
16531420
16533051
16533255
16548583
16550577
16596619
16598165
16646866
16648394
16648467
16648575
16701428
16768951
16776332
17765565
17765584
17807558
17853207
17857346
17857475
17857492
17858968
17858990
17881948
17881951
17883795
17885640
17898983
17899334
17901092
18659767
18663357
18692423
18694047
18694142
18761515
18761581
21267130
21291968
21292394
21293816
21339872
21341668
21341705
21341794
21341827
21370370
21373608
21398874
21398968
29102482
38955573
38955625
38957834
39011259
39013653
39015191
39022348
39022416
39024218
39049977
39643966
39697371
51059487
51059943
51094068
51122455
51124833
51126646
51164293
51167361
51170683
51268286
51268490
53016359
53155059
53423741
55102122
55125767
55214600
55339621
55339736
55341062
55370962
55371025
55375395
55444658
55446141
55448737
55449473
55481816
55482169
55482357
55487073
55487295
55502648
55502910
55506674
55507483
55507541
55528576
55598633
55599933
55600835
55644767
55646673
55655219
55681196
55683388
67441793
67441864
67469580
67471027
67471058
67471149
67506717
67508374
67508401
67561899
67562103
67564829
68443254
68445737
68493370
69028091
70757521
70794019
71043025
71267949
73158575
73159050
73195205
73195283
73197256
73197321
73210055
73249827
73276927
73278582
73280324
73311543
73313340
73326452
73349183
73349190
73352505
73352520
73352527
73381577
73383247
73394712
73419598
73432427
73436400
73462347
73481814
81037702
81162296
85080053
85082456
88212239
88225508
88225670
88382093
88386586
88457756
88486128
88488458
88525872
88529991
88530043
88565901
88568677
88592900
88656018
98834134
98972234
99500674
99571662
99571853
99641154
99644761
99725279
102847959
103572216
103605282
128028029
128064253
128065042
128066360
128067425
128067926
128068466
128069200
128069821
128070112
128070524
128071868
128072356
128072443
128072975
128073086
128073119
128073191
128074085
128074409
128110370
128110540
128111284
128112816
128113279
128113305
128173527
128173836
128173938
128174556
128175328
128175877
128176116
128176359
128176364
128176505
128176647
128177377
128178279
128178476
128179187
128179412
128180501
128181438
128183501
128183541
128184124
128249722
128250023
128250131
128250185
128250390
128250659
128253040
128253834
128258438
128258833
128291928
128294669
128295132
128295229
128295568
128296617
128296639
128297002
128297918
128298577
128298843
128299208
128299256
128300548
128301267
128301289
128301441
128301739
139027991
142442716
144129160
144130371
144172756
144177631
144205802
144205900
144205918
147513949
147793409
147807963
149996677
154564607
155531321
156168783
156738986
159093796
159095306
159140527
159157120
159157231
159463213
171994602
172106995
172298011
172300837
172353721
189795008
189962516
190067687
190071201
190175946
190180797
190354301
190354756
190377138
191811247
191947016
191969472
191970129
191995933
196977673
196990868
196990897
197027229
197033469
197036934
197060980
197063115
197063731
197067929
219093905
240025095
240055566
240069248
240082127
240096348
240104656
241169252
241207427
241207516
241208624
241209060
241209479
241209525
241209566
241209689
241210309
241211388
241211584
241212951
241213626
241213724
241214265
241214582
241215392
241217016
241218185
241218296
241219330
241219674
241219989
241221178
241222010
241223952
241224133
241224833
241224967
241225049
241226808
241228770
241229743
241230418
241235114
241236507
241239821
241243857
241245352
241247657
241247696
241251479
252873821
252879712
252879716
252928337
252958993
252970098
253010306
258207347
258208703
258209682
258210127
258210406
258210650
258210831
258211296
258213311
258214609
258291909
258356494
258356673
258358582
258444253
258447481
258503010
258504135
258504587
258504936
258506494
258507226
258507317
258508242
258537305
258537581
258538364
258622881
258625400
266304303
274159962
274375672
274548159
274605607
274607506
274669380
274702212
274707423
274707498
274707794
274707914
274707956
274708181
274757682
274758124
274758276
274759615
284162493
284524801
285048990
287205268
287208372
289830426
299495245
306245585
306302768
306302773
307279356
307279829
307280858
307281014
307281529
307281777
307282607
307282669
307283945
307284038
307329816
307332094
307332460
307332792
307335876
307336150
307336681
307338088
307338123
307339242
307441788
307442311
307442738
307444400
307444999
307448561
307449175
307518938
307520291
307564591
307655488
307655508
307754638
307775633
309507286
309507842
309511160
309511381
309511517
309515870
310775888
310775932
312733502
312867021
318070597
321075028
321075040
321249111
321250578
321413937
322472091
322544818
322547198
322580023
322657253
328326773
328327075
328560431
328560461
328773826
332175570
332208413
332208424
332210487
333789985
333790709
333791520
333875005
333877298
334227666
334378835
335502351
335504949
335505011
335563514
335565912
335565948
335565970
335608128
335633512
335633582
335633660
339390115
339537623
353248306
353248444
353250669
353250768
353250812
353251604
353252598
353252797
353254395
353303850
353305553
353306272
353306584
353307945
353308236
353308999
353312274
353353650
353353771
353356361
353356369
353356652
353358203
353358456
353358489
353587967
353588211
353589694
353589882
353590229
353590296
353633594
353637083
353637132
353758501
353816746
355060820
355708587
355807059
355814783
355814796
356479476
357111286
357189666
357244603
362022666
365849428
365849496
365853885
365919615
365919734
365920148
365925348
365926722
365926900
368672611
368673276
368715908
368823707
371164829
371232691
371232717
371295172
371295198
379243856
393209245
393233539
393252222
393252235
393276336
396830232
397848248
397850882
400125516
400515645
407468966
407507628
407507778
407509085
407509352
416437155
416455825
416455869
416457204
416499406
416500713
416539905
416539918
417009284
417020139
417108300
417671610
417741447
417758171
417830230
423461794
426672827
426672841
426672955
426673465
426673515
426674306
426675082
440495876
440533013
440536521
440537307
440555810
440556370
440560038
440560938
440561690
440562474
440563091
440563286
440563578
440563657
440563872
440566197
440568558
440570891
440571321
440571677
440572166
440572303
440573401
440574178
440575173
440575251
440575606
440575797
440576977
440577487
440577853
440577860
440578487
440579332
440579909
440583140
440583644
440583703
440585787
440585918
440585952
440586069
440586311
440588795
440592367
440594382
440597890
440598507
440599490
440599863
440600852
440601233
440601445
440602873
440602874
440603391
440604241
440604910
440606311
440623146
440623906
440624608
440627363
440627410
440628882
440628979
440629701
440631477
440632029
440632514
440632818
441569028
441583135
444890990
444896616
444899832
444902021
444906300
444909154
444912670
444933132
444977262
444979508
444980535
444988653
444990369
445018388
445018393
445021475
445759167
445777516
445785678
445789293
453318119
453331680
456236187
456236338
456241063
456299175
457106250
457128957
457131068
467862469
467863433
467863818
467864107
467864146
467865957
467871919
467872586
467872993
467873431
467878231
468425252
468882920
470951963
470969089
470972959
470976126
470976281
470976855
470982448
470985917
470987494
609845889
703411278
703412671
703475019
703493368
703494144
703510206
703560190
703560332
703568261
703604014
703633542
703643710
703646047
703649197
703661417
703711290
703747343
703749507
703749821
703750650
703757477
703790110
703794815
703795252
703795831
703799789
703813787
703886916
704040501
704079930
704176554
704207225
704212769
704246579
704256138
704268854
704275089
704278544
704291665
704366251
704384314
704385383
704432811
704476757
704507148
704519596
704528043
704528547
704533482
704537537
704538814
704559231
704570866
704571714
704605071
704621611
704626286
704627734
704671037
704685081
704711469
704730262
704752095
704759537
704762380
704763033
704770119
704782155
704806869
704841786
704849863
704853163
704861930
704877249
704879468
704892576
704924438
704952083
704956148
704964436
704974778
705043248
721918291
721968071
721971357
721989565
723417544
723434859
723466125
723469679
723474071
723563069
723932401
723935271
740684485
740717049
740717798
740717800
740730176
740732425
740744251
740762008
740766230
740766731
740773363
740792279
740953907
741004171
741180792
741250587
741251019
741275344
741276409
741281828
741286413
741286414
741296609
741312821
741329270
741364208
741374467
741376503
741394560
741419387
741476019
741517550
741520490
741532201
741535000
741540842
741545035
741547602
741550262
741561592
741573187
741573201
741583650
741589148
741668234
741685770
741686310
741686444
741698290
741706952
741712075
741720829
741821402
741843035
741855377
741871435
741915347
741965148
741968537
742009687
742038397
742097373
742113238
742162210
742172680
742243080
742252090
742365446
742370360
742376921
742386218
742390091
742394537
