TICID
4077588
4197800
4248829
4286321
4286322
4298978
4300064
4376623
4385083
4385494
4489078
4621918
9155032
9155085
9155094
9155136
9155152
9167662
9168188
9168199
9168246
9168274
9168335
9168341
9169938
9169960
9170107
9171089
9171372
9226260
9226294
9226443
9229526
9229666
9229742
9229855
9233162
9233299
9262364
9264376
9264408
9264458
9264468
9267120
9269257
9269281
9269341
9269597
9269599
9880482
9880598
9880604
9880702
9880728
9880749
9881718
9884725
9884802
9884855
9884868
9906260
9906270
9906351
9906376
9906442
9906487
9907513
9910390
9910436
9910537
9957519
9957539
9958224
9958492
9959104
9959127
9961540
9961601
9961603
9963154
9963207
9963266
9991721
9991788
9991797
9991802
9991894
10022956
11490384
11491838
11492165
11495864
11497615
11553426
11589529
11638346
11640558
11642894
11670448
11671388
11671410
11731963
11732001
11732146
11736904
11799875
14121802
14171913
14195308
14285846
14293267
14439705
15830050
15830063
15830151
15830203
15830251
15830417
15831597
15861048
15861070
15862685
15864245
15864324
15864344
15864610
15864646
15864660
15923273
15923360
15923395
15923422
15923485
15923626
15926927
15927713
15927714
15928105
15928131
15942171
15942182
15942251
15942335
15942397
15942432
15942487
15942503
15942510
15943622
15943660
15943687
15943716
15943822
16030624
16030748
16030797
16031738
16031770
16042360
16042407
16042428
16044134
16044165
16044189
16044218
16044220
16044247
16047733
16047893
16047897
16072415
16073198
16073243
16073262
16073321
16076634
16076650
16076656
16076756
16115640
16116014
16116074
16116130
16116213
16116214
16116224
16116228
16116617
16372967
16373049
16373094
16373275
16375820
16426786
16427031
16427064
16427082
16427166
16427895
16428120
16428162
16428228
16428249
16428257
16428303
16428329
16428342
16428387
16428410
16428490
16429918
16482272
16482388
16482490
16482504
16482515
16482525
16482545
16482557
16482569
16482609
16482612
16482613
16482618
16482645
16482659
16482669
16482675
16482690
16482692
16482707
16482710
16483448
16483634
16483640
16483750
16483752
16483767
16483789
16483794
16483813
16483816
16483849
16483869
16483896
16483960
16483965
16484081
16484127
16529949
16532858
16532873
16532899
16532928
16532954
16533120
16533126
16534386
16534402
16534482
16534634
16535127
16535267
16549794
16549798
16550413
16550420
16550469
16550616
16551068
16551103
16551179
16551948
16552084
16596500
16597994
16598066
16598143
16645837
16646829
16646936
16648418
16648455
16699997
16701405
16701461
16701501
16701585
16768634
16768874
16769985
16770428
16770502
16771483
16772606
16772621
16772641
16774140
16777995
17765547
17765667
17765726
17807456
17807620
17812185
17853023
17853040
17853090
17853197
17853199
17857386
17857440
17858658
17881470
17881859
17885559
17885593
17885601
17885605
17885610
17899302
17899328
17899329
17901349
17901898
17902067
18659653
18659684
18659709
18661452
18664762
18664860
18664962
18665033
18690651
18692483
18692549
18692580
18694032
18694060
18694108
18747589
18747697
18749134
18749144
18749163
18749269
18761424
18761480
18761535
18761579
20658436
21214882
21215283
21215301
21215345
21215395
21215431
21215445
21215524
21215579
21266948
21267079
21267261
21268212
21268407
21268447
21268526
21290976
21291176
21291694
21292156
21292164
21292174
21292191
21292233
21292426
21292484
21293824
21293936
21339801
21339820
21339833
21339894
21340180
21341735
21341773
21341787
21341835
21344579
21344638
21344999
21345079
21370551
21370554
21370597
21370628
21370634
21370657
21370702
21371476
21373505
21373524
21373544
21373589
21398846
21398859
21398893
21398975
21399009
21401651
22589444
23587397
23607252
23648510
23652596
23670819
29069242
29118177
29118572
38213965
38954957
38955537
38955563
38955672
38956885
39011021
39011316
39011331
39011402
39012666
39013498
39013530
39013537
39013549
39013661
39015239
39015263
39021044
39021304
39021331
39022391
39022436
39024060
39024107
39024138
39024173
39024237
39024452
39049683
39049905
39049919
39049994
39050018
39664427
39666387
39697361
51094586
51126074
51167301
51238516
53084292
53284595
53394475
55091978
55101740
55105225
55107113
55131098
55131421
55214603
55214657
55219168
55220356
55242885
55244555
55248165
55248631
55248652
55248699
55248716
55280754
55281768
55282193
55285194
55342753
55345074
55345077
55345079
55374504
55391275
55391654
55393688
55395432
55444552
55444665
55445547
55446876
55448711
55449508
55449647
55449691
55482320
55487328
55487387
55487398
55487473
55502454
55502620
55507320
55507460
55507999
55528399
55528414
55528420
55528512
55528563
55528583
55528603
55528612
55531605
55532870
55533085
55533160
55533168
55533249
55533254
55534010
55534051
55534136
55534180
55595504
55596675
55599793
55599806
55599855
55599856
55599898
55599917
55599948
55599991
55599998
55600874
55600903
55643420
55645583
55645807
55645942
